거래일,거래시간,연료원,전력거래량(MWh)
2021-06-03,13,태양광,119.904521
2021-06-03,14,태양광,104.032
2021-06-03,15,태양광,108.037916
2021-06-03,16,태양광,61.088717
2021-06-03,17,태양광,54.417382
2021-06-03,18,태양광,29.671038
2021-06-03,19,태양광,11.168234
2021-06-03,20,태양광,6.499634
2021-06-03,21,태양광,7.031763
2021-06-03,22,태양광,4.621784
2021-06-03,23,태양광,0.871888
2021-06-03,24,태양광,0.126768
2021-06-03,01,폐기물,12.691421
2021-06-03,02,폐기물,13.342263
2021-06-03,03,폐기물,12.546789
2021-06-03,04,폐기물,12.402158
2021-06-03,05,폐기물,12.546789
2021-06-03,06,폐기물,12.854132
2021-06-03,07,폐기물,13.324184
2021-06-03,08,폐기물,14.155816
2021-06-03,09,폐기물,13.956947
2021-06-03,10,폐기물,13.794237
2021-06-03,11,폐기물,13.197632
2021-06-03,12,폐기물,12.998763
2021-06-03,13,폐기물,13.053
2021-06-03,14,폐기물,13.685763
2021-06-03,15,폐기물,12.384079
2021-06-03,16,폐기물,13.143395
2021-06-03,17,폐기물,13.125316
2021-06-03,18,폐기물,13.631526
2021-06-03,19,폐기물,13.306105
2021-06-03,20,폐기물,13.197632
2021-06-03,21,폐기물,13.269947
2021-06-03,22,폐기물,13.703842
2021-06-03,23,폐기물,12.601026
2021-06-03,24,폐기물,12.456395
2021-06-03,01,풍력,110.121833
2021-06-03,02,풍력,116.001583
2021-06-03,03,풍력,103.099346
2021-06-03,04,풍력,76.8835
2021-06-03,05,풍력,71.264384
2021-06-03,06,풍력,97.294506
2021-06-03,07,풍력,130.984597
2021-06-03,08,풍력,117.40843
2021-06-03,09,풍력,111.592071
2021-06-03,10,풍력,105.845171
2021-06-03,11,풍력,91.061669
2021-06-03,12,풍력,71.800544
2021-06-03,13,풍력,59.352516
2021-06-03,14,풍력,37.07901
2021-06-03,15,풍력,28.36164
2021-06-03,16,풍력,5.753362
2021-06-03,17,풍력,9.658066
2021-06-03,18,풍력,20.633613
2021-06-03,19,풍력,39.175559
2021-06-03,20,풍력,37.155405
2021-06-03,21,풍력,59.688646
2021-06-03,22,풍력,138.519022
2021-06-03,23,풍력,165.070281
2021-06-03,24,풍력,177.541628
2021-06-03,01,LNG,150.777536
2021-06-03,02,LNG,82.37502
2021-06-03,03,LNG,77.82369
2021-06-03,04,LNG,77.81781
2021-06-03,05,LNG,77.82411
2021-06-03,06,LNG,77.82474
2021-06-03,07,LNG,106.650054
2021-06-03,08,LNG,119.904554
2021-06-03,09,LNG,120.12637
2021-06-03,10,LNG,120.28716
2021-06-03,11,LNG,133.289632
2021-06-03,12,LNG,139.498744
2021-06-03,13,LNG,120.086554
2021-06-03,14,LNG,122.064166
2021-06-03,15,LNG,146.64286
2021-06-03,16,LNG,179.71212
2021-06-03,17,LNG,169.992368
2021-06-03,18,LNG,164.772342
2021-06-03,19,LNG,161.084378
2021-06-03,20,LNG,175.49147
2021-06-03,21,LNG,162.256262
2021-06-03,22,LNG,159.781496
2021-06-03,23,LNG,159.923988
2021-06-03,24,LNG,158.78786
2021-06-03,01,경유,0
2021-06-03,02,경유,0
2021-06-03,03,경유,0
2021-06-03,04,경유,0
2021-06-03,05,경유,0
2021-06-03,06,경유,0
2021-06-03,07,경유,0
2021-06-03,08,경유,0
2021-06-03,09,경유,0
2021-06-03,10,경유,0
2021-06-03,11,경유,0
2021-06-03,12,경유,0
2021-06-03,13,경유,0
2021-06-03,14,경유,0
2021-06-03,15,경유,0
2021-06-03,16,경유,0
2021-06-03,17,경유,0
2021-06-03,18,경유,35.724304
2021-06-03,19,경유,38.922128
2021-06-03,20,경유,38.896592
2021-06-03,21,경유,38.9088
2021-06-03,22,경유,38.914064
2021-06-03,23,경유,22.451744
2021-06-03,24,경유,0
2021-06-03,01,해양에너지,0
2021-06-03,02,해양에너지,0
2021-06-03,03,해양에너지,0
2021-06-03,04,해양에너지,0
2021-06-03,05,해양에너지,0
2021-06-03,06,해양에너지,0
2021-06-03,07,해양에너지,0
2021-06-03,08,해양에너지,0
2021-06-03,09,해양에너지,0
2021-06-03,10,해양에너지,0
2021-06-03,11,해양에너지,0
2021-06-03,12,해양에너지,0
2021-06-03,13,해양에너지,0
2021-06-03,14,해양에너지,0
2021-06-03,15,해양에너지,0
2021-06-03,16,해양에너지,0
2021-06-03,17,해양에너지,0
2021-06-03,18,해양에너지,0
2021-06-03,19,해양에너지,0
2021-06-03,20,해양에너지,0
2021-06-03,21,해양에너지,0
2021-06-03,22,해양에너지,0
2021-06-03,23,해양에너지,0
2021-06-03,24,해양에너지,0
2021-06-03,01,바이오매스,0
2021-06-03,02,바이오매스,0
2021-06-03,03,바이오매스,0
2021-06-03,04,바이오매스,0
2021-06-03,05,바이오매스,0
2021-06-03,06,바이오매스,0
2021-06-03,07,바이오매스,0
2021-06-03,08,바이오매스,0
2021-06-03,09,바이오매스,0
2021-06-03,10,바이오매스,0
2021-06-03,11,바이오매스,0
2021-06-03,12,바이오매스,0
2021-06-03,13,바이오매스,0
2021-06-03,14,바이오매스,0
2021-06-03,15,바이오매스,0
2021-06-03,16,바이오매스,0
2021-06-03,17,바이오매스,0
2021-06-03,18,바이오매스,0
2021-06-03,19,바이오매스,0
2021-06-03,20,바이오매스,0
2021-06-03,21,바이오매스,0
2021-06-03,22,바이오매스,0
2021-06-03,23,바이오매스,0
2021-06-03,24,바이오매스,0
2021-06-03,01,바이오중유,135.864456
2021-06-03,02,바이오중유,135.856896
2021-06-03,03,바이오중유,135.687048
2021-06-03,04,바이오중유,135.49564
2021-06-03,05,바이오중유,135.509024
2021-06-03,06,바이오중유,135.290568
2021-06-03,07,바이오중유,135.236136
2021-06-03,08,바이오중유,135.255344
2021-06-03,09,바이오중유,135.33632
2021-06-03,10,바이오중유,134.871352
2021-06-03,11,바이오중유,135.701888
2021-06-03,12,바이오중유,135.465904
2021-06-03,13,바이오중유,135.200296
2021-06-03,14,바이오중유,135.11204
2021-06-03,15,바이오중유,135.22852
2021-06-03,16,바이오중유,145.818848
2021-06-03,17,바이오중유,140.576744
2021-06-03,18,바이오중유,135.10784
2021-06-03,19,바이오중유,134.958376
2021-06-03,20,바이오중유,134.887368
2021-06-03,21,바이오중유,134.849512
2021-06-03,22,바이오중유,134.816304
2021-06-03,23,바이오중유,135.176104
2021-06-03,24,바이오중유,135.012024
2021-06-04,01,바이오가스,0.190704
2021-06-04,02,바이오가스,0.189744
2021-06-04,03,바이오가스,0.292416
2021-06-04,04,바이오가스,0.37656
2021-06-04,05,바이오가스,0.306144
2021-06-04,06,바이오가스,0.18792
2021-06-04,07,바이오가스,0.18984
2021-06-04,08,바이오가스,0.19056
2021-06-04,09,바이오가스,0.190464
2021-06-04,10,바이오가스,0.190368
2021-06-04,11,바이오가스,0.188064
2021-06-04,12,바이오가스,0.306912
2021-06-04,13,바이오가스,0.376656
2021-06-04,14,바이오가스,0.31608
2021-06-04,15,바이오가스,0.190368
2021-06-04,16,바이오가스,0.188352
2021-06-04,17,바이오가스,0.188112
2021-06-04,18,바이오가스,0.187968
2021-06-04,19,바이오가스,0.26016
2021-06-04,20,바이오가스,0.325728
2021-06-04,21,바이오가스,0.189504
2021-06-04,22,바이오가스,0.19056
2021-06-04,23,바이오가스,0.190704
2021-06-04,24,바이오가스,0.190608
2021-06-04,01,소수력,0.459114
2021-06-04,02,소수력,0.45701
2021-06-04,03,소수력,0.460149
2021-06-04,04,소수력,0.462156
2021-06-04,05,소수력,0.464046
2021-06-04,06,소수력,0.465565
2021-06-04,07,소수력,0.479188
2021-06-04,08,소수력,0.509211
2021-06-04,09,소수력,0.479267
2021-06-04,10,소수력,0.460761
2021-06-04,11,소수력,0.437045
2021-06-04,12,소수력,0.423489
2021-06-04,13,소수력,0.389379
2021-06-04,14,소수력,0.435275
2021-06-04,15,소수력,0.452919
2021-06-04,16,소수력,0.430139
2021-06-04,17,소수력,0.46529
2021-06-04,18,소수력,0.496777
2021-06-04,19,소수력,0.480262
2021-06-04,20,소수력,0.445014
2021-06-04,21,소수력,0.42161
2021-06-04,22,소수력,0.411037
2021-06-04,23,소수력,0.455275
2021-06-04,24,소수력,0.464479
2021-06-04,01,매립가스,0.285773
2021-06-04,02,매립가스,0.285811
2021-06-04,03,매립가스,0.285542
2021-06-04,04,매립가스,0.28512
2021-06-04,05,매립가스,0.285581
2021-06-04,06,매립가스,0.285965
2021-06-04,07,매립가스,0.287462
2021-06-04,08,매립가스,0.287616
2021-06-04,09,매립가스,0.287578
2021-06-04,10,매립가스,0.286426
2021-06-04,11,매립가스,0.285274
2021-06-04,12,매립가스,0.284006
2021-06-04,13,매립가스,0.283853
2021-06-04,14,매립가스,0.284006
2021-06-04,15,매립가스,0.283968
2021-06-04,16,매립가스,0.284045
2021-06-04,17,매립가스,0.284045
2021-06-04,18,매립가스,0.284045
2021-06-04,19,매립가스,0.284621
2021-06-04,20,매립가스,0.286886
2021-06-04,21,매립가스,0.28681
2021-06-04,22,매립가스,0.286349
2021-06-04,23,매립가스,0.286656
2021-06-04,24,매립가스,0.287194
2021-06-04,01,중유,25.944464
2021-06-04,02,중유,25.946816
2021-06-04,03,중유,25.955104
2021-06-04,04,중유,25.9476
2021-06-04,05,중유,25.937296
2021-06-04,06,중유,7.666736
2021-06-04,07,중유,0
2021-06-04,08,중유,0
2021-06-04,09,중유,0
2021-06-04,10,중유,0
2021-06-04,11,중유,0
2021-06-04,12,중유,0
2021-06-04,13,중유,0
2021-06-04,14,중유,0
2021-06-04,15,중유,0
2021-06-04,16,중유,0
2021-06-04,17,중유,4.466448
2021-06-04,18,중유,22.663312
2021-06-04,19,중유,25.95824
2021-06-04,20,중유,25.936176
2021-06-04,21,중유,25.937072
2021-06-04,22,중유,25.942112
2021-06-04,23,중유,25.93472
2021-06-04,24,중유,25.9364
2021-06-04,01,태양광,0.07372
2021-06-04,02,태양광,0.13348
2021-06-04,03,태양광,0.104096
2021-06-04,04,태양광,0.072656
2021-06-04,05,태양광,0.423229
2021-06-04,06,태양광,0.222059
2021-06-04,07,태양광,8.61361
2021-06-04,08,태양광,32.897228
2021-06-04,09,태양광,67.827935
2021-06-04,10,태양광,104.781466
2021-06-04,11,태양광,128.238646
2021-06-04,12,태양광,153.29537
2021-06-04,13,태양광,195.170816
2021-06-04,14,태양광,212.556615
2021-06-04,15,태양광,203.938667
2021-06-04,16,태양광,160.452121
2021-06-04,17,태양광,115.712598
2021-06-04,18,태양광,64.15591
2021-06-04,19,태양광,20.579509
2021-06-04,20,태양광,7.87794
2021-06-04,21,태양광,8.201114
2021-06-04,22,태양광,6.604603
2021-06-04,23,태양광,3.366096
2021-06-04,24,태양광,0.596136
2021-06-04,01,폐기물,13.125316
2021-06-04,02,폐기물,12.619105
2021-06-04,03,폐기물,12.890289
2021-06-04,04,폐기물,12.872211
2021-06-04,05,폐기물,12.944526
2021-06-04,06,폐기물,12.854132
2021-06-04,07,폐기물,12.890289
2021-06-04,08,폐기물,13.685763
2021-06-04,09,폐기물,13.468816
2021-06-04,10,폐기물,13.595368
2021-06-04,11,폐기물,13.269947
2021-06-04,12,폐기물,13.306105
2021-06-04,13,폐기물,13.559211
2021-06-04,14,폐기물,13.251868
2021-06-04,15,폐기물,13.414579
2021-06-04,16,폐기물,13.197632
2021-06-04,17,폐기물,12.908368
2021-06-04,18,폐기물,13.053
2021-06-04,19,폐기물,13.125316
2021-06-04,20,폐기물,12.962605
2021-06-04,21,폐기물,13.776158
2021-06-04,22,폐기물,13.161474
2021-06-04,23,폐기물,12.836053
2021-06-04,24,폐기물,13.3965
2021-06-04,01,풍력,154.762965
2021-06-04,02,풍력,103.06814
2021-06-04,03,풍력,75.412667
2021-06-04,04,풍력,103.725727
2021-06-04,05,풍력,109.403121
2021-06-04,06,풍력,147.150297
2021-06-04,07,풍력,154.910993
2021-06-04,08,풍력,135.269053
2021-06-04,09,풍력,71.249393
2021-06-04,10,풍력,35.330603
2021-06-04,11,풍력,15.255213
2021-06-04,12,풍력,11.781854
2021-06-04,13,풍력,12.843761
2021-06-04,14,풍력,15.976643
2021-06-04,15,풍력,32.371985
2021-06-04,16,풍력,41.252804
2021-06-04,17,풍력,24.159091
2021-06-04,18,풍력,17.685612
2021-06-04,19,풍력,20.826587
2021-06-04,20,풍력,25.480753
2021-06-04,21,풍력,22.055954
2021-06-04,22,풍력,14.760279
2021-06-04,23,풍력,6.093006
2021-06-04,24,풍력,2.079436
2021-06-04,01,LNG,126.828618
2021-06-04,02,LNG,120.471246
2021-06-04,03,LNG,120.554518
2021-06-04,04,LNG,120.630062
2021-06-04,05,LNG,120.628942
2021-06-04,06,LNG,120.35429
2021-06-04,07,LNG,120.57479
2021-06-04,08,LNG,120.429064
2021-06-04,09,LNG,120.42317
2021-06-04,10,LNG,135.269176
2021-06-04,11,LNG,157.32024
2021-06-04,12,LNG,152.430628
2021-06-04,13,LNG,88.409692
2021-06-04,14,LNG,69.005454
2021-06-04,15,LNG,68.17062
2021-06-04,16,LNG,73.65498
2021-06-04,17,LNG,103.904724
2021-06-04,18,LNG,139.477646
2021-06-04,19,LNG,167.43601
2021-06-04,20,LNG,160.60443
2021-06-04,21,LNG,160.526058
2021-06-04,22,LNG,160.652114
2021-06-04,23,LNG,160.694982
2021-06-04,24,LNG,160.334286
2021-06-04,01,경유,0
2021-06-04,02,경유,0
2021-06-04,03,경유,0
2021-06-04,04,경유,0
2021-06-04,05,경유,0
2021-06-04,06,경유,0
2021-06-04,07,경유,0
2021-06-04,08,경유,0
2021-06-04,09,경유,0
2021-06-04,10,경유,0
2021-06-04,11,경유,0
2021-06-04,12,경유,0
2021-06-04,13,경유,0
2021-06-04,14,경유,0
2021-06-04,15,경유,0
2021-06-04,16,경유,0
2021-06-04,17,경유,0
2021-06-04,18,경유,34.51112
2021-06-04,19,경유,37.95344
2021-06-04,20,경유,37.980992
2021-06-04,21,경유,38.701264
2021-06-04,22,경유,38.9844
2021-06-04,23,경유,38.984624
2021-06-04,24,경유,35.09128
2021-06-04,01,해양에너지,0
2021-06-04,02,해양에너지,0
2021-06-04,03,해양에너지,0
2021-06-04,04,해양에너지,0
2021-06-04,05,해양에너지,0
2021-06-04,06,해양에너지,0
2021-06-04,07,해양에너지,0
2021-06-04,08,해양에너지,0
2021-06-04,09,해양에너지,0
2021-06-04,10,해양에너지,0
2021-06-04,11,해양에너지,0
2021-06-04,12,해양에너지,0
2021-06-04,13,해양에너지,0
2021-06-04,14,해양에너지,0
2021-06-04,15,해양에너지,0
2021-06-04,16,해양에너지,0
2021-06-04,17,해양에너지,0
2021-06-04,18,해양에너지,0
2021-06-04,19,해양에너지,0
2021-06-04,20,해양에너지,0
2021-06-04,21,해양에너지,0
2021-06-04,22,해양에너지,0
2021-06-04,23,해양에너지,0
2021-06-04,24,해양에너지,0
2021-06-04,01,바이오매스,0
2021-06-04,02,바이오매스,0
2021-06-04,03,바이오매스,0
2021-06-04,04,바이오매스,0
2021-06-04,05,바이오매스,0
2021-06-04,06,바이오매스,0
2021-06-04,07,바이오매스,0
2021-06-04,08,바이오매스,0
2021-06-04,09,바이오매스,0
2021-06-04,10,바이오매스,0
2021-06-04,11,바이오매스,0
2021-06-04,12,바이오매스,0
2021-06-04,13,바이오매스,0
2021-06-04,14,바이오매스,0
2021-06-04,15,바이오매스,0
2021-06-04,16,바이오매스,0
2021-06-04,17,바이오매스,0
2021-06-04,18,바이오매스,0
2021-06-04,19,바이오매스,0
2021-06-04,20,바이오매스,0
2021-06-04,21,바이오매스,0
2021-06-04,22,바이오매스,0
2021-06-04,23,바이오매스,0
2021-06-04,24,바이오매스,0
2021-06-04,01,바이오중유,135.035712
2021-06-04,02,바이오중유,134.88804
2021-06-04,03,바이오중유,134.68588
2021-06-04,04,바이오중유,134.686552
2021-06-04,05,바이오중유,134.554784
2021-06-04,06,바이오중유,133.666624
2021-06-04,07,바이오중유,134.332688
2021-06-04,08,바이오중유,134.442616
2021-06-04,09,바이오중유,135.99964
2021-06-04,10,바이오중유,138.431608
2021-06-04,11,바이오중유,131.674984
2021-06-04,12,바이오중유,111.611696
2021-06-04,13,바이오중유,92.5666
2021-06-04,14,바이오중유,92.188656
2021-06-04,15,바이오중유,92.178968
2021-06-04,16,바이오중유,115.64168
2021-06-04,17,바이오중유,142.693992
2021-06-04,18,바이오중유,145.232696
2021-06-04,19,바이오중유,137.09472
2021-06-04,20,바이오중유,134.474256
2021-06-04,21,바이오중유,134.418872
2021-06-04,22,바이오중유,134.418144
2021-06-04,23,바이오중유,134.867208
2021-06-04,24,바이오중유,134.772456
2021-06-05,01,바이오가스,0.18912
2021-06-05,02,바이오가스,0.187824
2021-06-05,03,바이오가스,0.187824
2021-06-05,04,바이오가스,0.187824
2021-06-05,05,바이오가스,0.187776
2021-06-05,06,바이오가스,0.188928
2021-06-05,07,바이오가스,0.19056
2021-06-05,08,바이오가스,0.188352
2021-06-05,09,바이오가스,0.187968
2021-06-05,10,바이오가스,0.187776
2021-06-05,11,바이오가스,0.188352
2021-06-05,12,바이오가스,0.190608
2021-06-05,13,바이오가스,0.190176
2021-06-05,14,바이오가스,0.19056
2021-06-05,15,바이오가스,0.353856
2021-06-05,16,바이오가스,0.305088
2021-06-05,17,바이오가스,0.187728
2021-06-05,18,바이오가스,0.18792
2021-06-05,19,바이오가스,0.199056
2021-06-05,20,바이오가스,0.379392
2021-06-05,21,바이오가스,0.378048
2021-06-05,22,바이오가스,0.380064
2021-06-05,23,바이오가스,0.375216
2021-06-05,24,바이오가스,0.18672
2021-06-05,01,소수력,0.46222
2021-06-05,02,소수력,0.46124
2021-06-05,03,소수력,0.460848
2021-06-05,04,소수력,0.461669
2021-06-05,05,소수력,0.429119
2021-06-05,06,소수력,0.40721
2021-06-05,07,소수력,0.420497
2021-06-05,08,소수력,0.493274
2021-06-05,09,소수력,0.481629
2021-06-05,10,소수력,0.472322
2021-06-05,11,소수력,0.416493
2021-06-05,12,소수력,0.421185
2021-06-05,13,소수력,0.408392
2021-06-05,14,소수력,0.435978
2021-06-05,15,소수력,0.456996
2021-06-05,16,소수력,0.460337
2021-06-05,17,소수력,0.465503
2021-06-05,18,소수력,0.497626
2021-06-05,19,소수력,0.485135
2021-06-05,20,소수력,0.439122
2021-06-05,21,소수력,0.428698
2021-06-05,22,소수력,0.412801
2021-06-05,23,소수력,0.461651
2021-06-05,24,소수력,0.466399
2021-06-05,01,매립가스,0.287309
2021-06-05,02,매립가스,0.286157
2021-06-05,03,매립가스,0.286003
2021-06-05,04,매립가스,0.285965
2021-06-05,05,매립가스,0.287462
2021-06-05,06,매립가스,0.287846
2021-06-05,07,매립가스,0.287693
2021-06-05,08,매립가스,0.285466
2021-06-05,09,매립가스,0.284544
2021-06-05,10,매립가스,0.284774
2021-06-05,11,매립가스,0.284736
2021-06-05,12,매립가스,0.284582
2021-06-05,13,매립가스,0.284506
2021-06-05,14,매립가스,0.284506
2021-06-05,15,매립가스,0.284544
2021-06-05,16,매립가스,0.284352
2021-06-05,17,매립가스,0.284314
2021-06-05,18,매립가스,0.284198
2021-06-05,19,매립가스,0.284083
2021-06-05,20,매립가스,0.283891
2021-06-05,21,매립가스,0.283814
2021-06-05,22,매립가스,0.284198
2021-06-05,23,매립가스,0.285197
2021-06-05,24,매립가스,0.286349
2021-06-05,01,중유,22.53104
2021-06-05,02,중유,0
2021-06-05,03,중유,0
2021-06-05,04,중유,0
2021-06-05,05,중유,0
2021-06-05,06,중유,0
2021-06-05,07,중유,0
2021-06-05,08,중유,0
2021-06-05,09,중유,0
2021-06-05,10,중유,0
2021-06-05,11,중유,0
2021-06-05,12,중유,0
2021-06-05,13,중유,0
2021-06-05,14,중유,0
2021-06-05,15,중유,0
2021-06-05,16,중유,0
2021-06-05,17,중유,0
2021-06-05,18,중유,16.383136
2021-06-05,19,중유,26.002816
2021-06-05,20,중유,25.990832
2021-06-05,21,중유,25.992512
2021-06-05,22,중유,26.004048
2021-06-05,23,중유,9.213904
2021-06-05,24,중유,0
2021-06-05,01,태양광,0.189424
2021-06-05,02,태양광,0.400096
2021-06-05,03,태양광,0.249864
2021-06-05,04,태양광,0.249888
2021-06-05,05,태양광,0.241536
2021-06-05,06,태양광,0.855341
2021-06-05,07,태양광,12.200431
2021-06-05,08,태양광,46.117405
2021-06-05,09,태양광,97.558255
2021-06-05,10,태양광,122.448592
2021-06-05,11,태양광,150.723709
2021-06-05,12,태양광,160.743211
2021-06-05,13,태양광,172.956971
2021-06-05,14,태양광,175.385659
2021-06-05,15,태양광,158.730696
2021-06-05,16,태양광,150.170651
2021-06-05,17,태양광,113.247513
2021-06-05,18,태양광,63.408942
2021-06-05,19,태양광,26.020159
2021-06-05,20,태양광,8.248732
2021-06-05,21,태양광,8.135843
2021-06-05,22,태양광,6.484197
2021-06-05,23,태양광,3.33074
2021-06-05,24,태양광,0.573816
2021-06-05,01,폐기물,12.564868
2021-06-05,02,폐기물,12.854132
2021-06-05,03,폐기물,12.763737
2021-06-05,04,폐기물,13.215711
2021-06-05,05,폐기물,12.727579
2021-06-05,06,폐기물,12.817974
2021-06-05,07,폐기물,12.854132
2021-06-05,08,폐기물,13.360342
2021-06-05,09,폐기물,13.523053
2021-06-05,10,폐기물,13.649605
2021-06-05,11,폐기물,13.613447
2021-06-05,12,폐기물,13.3965
2021-06-05,13,폐기물,13.631526
2021-06-05,14,폐기물,13.559211
2021-06-05,15,폐기물,13.143395
2021-06-05,16,폐기물,13.324184
2021-06-05,17,폐기물,13.541132
2021-06-05,18,폐기물,12.799895
2021-06-05,19,폐기물,12.7095
2021-06-05,20,폐기물,12.239447
2021-06-05,21,폐기물,12.745658
2021-06-05,22,폐기물,12.7095
2021-06-05,23,폐기물,12.510632
2021-06-05,24,폐기물,12.601026
2021-06-05,01,풍력,3.288635
2021-06-05,02,풍력,7.427316
2021-06-05,03,풍력,11.244616
2021-06-05,04,풍력,10.668856
2021-06-05,05,풍력,11.881044
2021-06-05,06,풍력,16.17144
2021-06-05,07,풍력,24.972252
2021-06-05,08,풍력,4.894732
2021-06-05,09,풍력,3.005258
2021-06-05,10,풍력,2.840807
2021-06-05,11,풍력,9.068649
2021-06-05,12,풍력,15.704068
2021-06-05,13,풍력,27.445955
2021-06-05,14,풍력,18.366867
2021-06-05,15,풍력,14.964932
2021-06-05,16,풍력,17.648575
2021-06-05,17,풍력,15.993282
2021-06-05,18,풍력,11.377567
2021-06-05,19,풍력,10.504829
2021-06-05,20,풍력,18.7058
2021-06-05,21,풍력,43.491101
2021-06-05,22,풍력,58.068895
2021-06-05,23,풍력,60.730087
2021-06-05,24,풍력,63.123227
2021-06-05,01,LNG,165.872252
2021-06-05,02,LNG,166.660116
2021-06-05,03,LNG,172.152246
2021-06-05,04,LNG,225.820756
2021-06-05,05,LNG,238.20769
2021-06-05,06,LNG,238.185276
2021-06-05,07,LNG,229.46455
2021-06-05,08,LNG,190.437436
2021-06-05,09,LNG,136.88073
2021-06-05,10,LNG,77.79975
2021-06-05,11,LNG,77.80395
2021-06-05,12,LNG,77.83419
2021-06-05,13,LNG,77.79702
2021-06-05,14,LNG,77.80647
2021-06-05,15,LNG,77.83083
2021-06-05,16,LNG,77.8113
2021-06-05,17,LNG,85.83393
2021-06-05,18,LNG,142.571772
2021-06-05,19,LNG,177.907506
2021-06-05,20,LNG,247.996756
2021-06-05,21,LNG,239.66712
2021-06-05,22,LNG,237.795782
2021-06-05,23,LNG,237.842528
2021-06-05,24,LNG,238.086128
2021-06-05,01,경유,0
2021-06-05,02,경유,0
2021-06-05,03,경유,0
2021-06-05,04,경유,0
2021-06-05,05,경유,0
2021-06-05,06,경유,0
2021-06-05,07,경유,0
2021-06-05,08,경유,0
2021-06-05,09,경유,0
2021-06-05,10,경유,0
2021-06-05,11,경유,0
2021-06-05,12,경유,0
2021-06-05,13,경유,0
2021-06-05,14,경유,0
2021-06-05,15,경유,0
2021-06-05,16,경유,0
2021-06-05,17,경유,0
2021-06-05,18,경유,0
2021-06-05,19,경유,0
2021-06-05,20,경유,0
2021-06-05,21,경유,0
2021-06-05,22,경유,0
2021-06-05,23,경유,0
2021-06-05,24,경유,0
2021-06-05,01,해양에너지,0
2021-06-05,02,해양에너지,0
2021-06-05,03,해양에너지,0
2021-06-05,04,해양에너지,0
2021-06-05,05,해양에너지,0
2021-06-05,06,해양에너지,0
2021-06-05,07,해양에너지,0
2021-06-05,08,해양에너지,0
2021-06-05,09,해양에너지,0
2021-06-05,10,해양에너지,0
2021-06-05,11,해양에너지,0
2021-06-05,12,해양에너지,0
2021-06-05,13,해양에너지,0
2021-06-05,14,해양에너지,0
2021-06-05,15,해양에너지,0
2021-06-05,16,해양에너지,0
2021-06-05,17,해양에너지,0
2021-06-05,18,해양에너지,0
2021-06-05,19,해양에너지,0
2021-06-05,20,해양에너지,0
2021-06-05,21,해양에너지,0
2021-06-05,22,해양에너지,0
2021-06-05,23,해양에너지,0
2021-06-05,24,해양에너지,0
2021-06-05,01,바이오매스,0
2021-06-05,02,바이오매스,0
2021-06-05,03,바이오매스,0
2021-06-05,04,바이오매스,0
2021-06-05,05,바이오매스,0
2021-06-05,06,바이오매스,0
2021-06-05,07,바이오매스,0
2021-06-05,08,바이오매스,0
2021-06-05,09,바이오매스,0
2021-06-05,10,바이오매스,0
2021-06-05,11,바이오매스,0
2021-06-05,12,바이오매스,0
2021-06-05,13,바이오매스,0
2021-06-05,14,바이오매스,0
2021-06-05,15,바이오매스,0
2021-06-05,16,바이오매스,0
2021-06-05,17,바이오매스,0
2021-06-05,18,바이오매스,0
2021-06-05,19,바이오매스,0
2021-06-05,20,바이오매스,0
2021-06-05,21,바이오매스,0
2021-06-05,22,바이오매스,0
2021-06-05,23,바이오매스,0
2021-06-05,24,바이오매스,0
2021-06-05,01,바이오중유,134.729728
2021-06-05,02,바이오중유,134.566656
2021-06-05,03,바이오중유,134.505392
2021-06-05,04,바이오중유,134.526672
2021-06-05,05,바이오중유,134.43136
2021-06-05,06,바이오중유,134.4154
2021-06-05,07,바이오중유,134.227072
2021-06-05,08,바이오중유,134.185968
2021-06-05,09,바이오중유,134.146824
2021-06-05,10,바이오중유,134.581944
2021-06-05,11,바이오중유,134.688568
2021-06-05,12,바이오중유,132.783616
2021-06-05,13,바이오중유,102.953368
2021-06-05,14,바이오중유,123.161976
2021-06-05,15,바이오중유,129.892168
2021-06-05,16,바이오중유,134.64724
2021-06-05,17,바이오중유,134.550976
2021-06-05,18,바이오중유,148.614312
2021-06-05,19,바이오중유,171.909528
2021-06-05,20,바이오중유,138.793144
2021-06-05,21,바이오중유,134.423576
2021-06-05,22,바이오중유,134.243368
2021-06-05,23,바이오중유,134.604176
2021-06-05,24,바이오중유,134.34008
2021-06-06,01,바이오가스,0.187872
2021-06-06,02,바이오가스,0.189216
2021-06-06,03,바이오가스,0.190464
2021-06-06,04,바이오가스,0.188112
2021-06-06,05,바이오가스,0.187728
2021-06-06,06,바이오가스,0.187824
2021-06-06,07,바이오가스,0.188736
2021-06-06,08,바이오가스,0.190608
2021-06-06,09,바이오가스,0.190224
2021-06-06,10,바이오가스,0.189888
2021-06-06,11,바이오가스,0.18792
2021-06-06,12,바이오가스,0.188016
2021-06-06,13,바이오가스,0.187632
2021-06-06,14,바이오가스,0.18768
2021-06-06,15,바이오가스,0.188976
2021-06-06,16,바이오가스,0.1884
2021-06-06,17,바이오가스,0.187776
2021-06-06,18,바이오가스,0.273888
2021-06-06,19,바이오가스,0.377952
2021-06-06,20,바이오가스,0.377376
2021-06-06,21,바이오가스,0.378384
2021-06-06,22,바이오가스,0.379536
2021-06-06,23,바이오가스,0.217152
2021-06-06,24,바이오가스,0.188592
2021-06-06,01,소수력,0.465863
2021-06-06,02,소수력,0.46324
